malaria_id,location_id,notification_date,year,month,week,cases,laboratory_result,source,source_url,municipality,state_name
1,2419,,2025,2,,3,,SIVEP-Malaria,,Abaetetuba,Pará
2,2419,,2025,3,,1,,SIVEP-Malaria,,Abaetetuba,Pará
3,2419,,2025,6,,1,,SIVEP-Malaria,,Abaetetuba,Pará
4,2419,,2025,7,,3,,SIVEP-Malaria,,Abaetetuba,Pará
5,2419,,2025,11,,3,,SIVEP-Malaria,,Abaetetuba,Pará
6,2421,,2025,1,,2,,SIVEP-Malaria,,Acará,Pará
7,2421,,2025,2,,1,,SIVEP-Malaria,,Acará,Pará
8,2421,,2025,4,,3,,SIVEP-Malaria,,Acará,Pará
9,2421,,2025,5,,1,,SIVEP-Malaria,,Acará,Pará
10,2421,,2025,6,,2,,SIVEP-Malaria,,Acará,Pará
11,2421,,2025,7,,1,,SIVEP-Malaria,,Acará,Pará
12,2421,,2025,8,,1,,SIVEP-Malaria,,Acará,Pará
13,2421,,2025,9,,1,,SIVEP-Malaria,,Acará,Pará
14,2421,,2025,10,,1,,SIVEP-Malaria,,Acará,Pará
15,2421,,2025,11,,2,,SIVEP-Malaria,,Acará,Pará
16,1,,2025,1,,4,,SIVEP-Malaria,,Acrelândia,Acre
17,1,,2025,2,,1,,SIVEP-Malaria,,Acrelândia,Acre
18,1,,2025,7,,3,,SIVEP-Malaria,,Acrelândia,Acre
19,1,,2025,8,,1,,SIVEP-Malaria,,Acrelândia,Acre
20,1,,2025,9,,1,,SIVEP-Malaria,,Acrelândia,Acre
21,1,,2025,11,,1,,SIVEP-Malaria,,Acrelândia,Acre
22,2422,,2025,1,,27,,SIVEP-Malaria,,Afuá,Pará
23,2422,,2025,2,,13,,SIVEP-Malaria,,Afuá,Pará
24,2422,,2025,3,,9,,SIVEP-Malaria,,Afuá,Pará
25,2422,,2025,4,,2,,SIVEP-Malaria,,Afuá,Pará
26,2422,,2025,5,,3,,SIVEP-Malaria,,Afuá,Pará
27,2422,,2025,6,,2,,SIVEP-Malaria,,Afuá,Pará
28,2422,,2025,7,,14,,SIVEP-Malaria,,Afuá,Pará
29,2422,,2025,8,,19,,SIVEP-Malaria,,Afuá,Pará
30,2422,,2025,9,,10,,SIVEP-Malaria,,Afuá,Pará
31,2422,,2025,10,,4,,SIVEP-Malaria,,Afuá,Pará
32,2422,,2025,11,,3,,SIVEP-Malaria,,Afuá,Pará
33,1132,,2025,2,,1,,SIVEP-Malaria,,Alcântara,Maranhão
34,1132,,2025,4,,1,,SIVEP-Malaria,,Alcântara,Maranhão
35,2424,,2024,12,,1,,SIVEP-Malaria,,Alenquer,Pará
36,2424,,2025,1,,26,,SIVEP-Malaria,,Alenquer,Pará
37,2424,,2025,2,,18,,SIVEP-Malaria,,Alenquer,Pará
38,2424,,2025,3,,17,,SIVEP-Malaria,,Alenquer,Pará
39,2424,,2025,4,,3,,SIVEP-Malaria,,Alenquer,Pará
40,2424,,2025,5,,19,,SIVEP-Malaria,,Alenquer,Pará
41,2424,,2025,6,,8,,SIVEP-Malaria,,Alenquer,Pará
42,2424,,2025,7,,18,,SIVEP-Malaria,,Alenquer,Pará
43,2424,,2025,8,,8,,SIVEP-Malaria,,Alenquer,Pará
44,2424,,2025,9,,10,,SIVEP-Malaria,,Alenquer,Pará
45,2424,,2025,10,,9,,SIVEP-Malaria,,Alenquer,Pará
46,2424,,2025,11,,8,,SIVEP-Malaria,,Alenquer,Pará
47,2424,,2025,12,,10,,SIVEP-Malaria,,Alenquer,Pará
48,2425,,2024,12,,6,,SIVEP-Malaria,,Almeirim,Pará
49,2425,,2025,1,,31,,SIVEP-Malaria,,Almeirim,Pará
50,2425,,2025,2,,45,,SIVEP-Malaria,,Almeirim,Pará
51,2425,,2025,3,,48,,SIVEP-Malaria,,Almeirim,Pará
52,2425,,2025,4,,31,,SIVEP-Malaria,,Almeirim,Pará
53,2425,,2025,5,,21,,SIVEP-Malaria,,Almeirim,Pará
54,2425,,2025,6,,12,,SIVEP-Malaria,,Almeirim,Pará
55,2425,,2025,7,,20,,SIVEP-Malaria,,Almeirim,Pará
56,2425,,2025,8,,18,,SIVEP-Malaria,,Almeirim,Pará
57,2425,,2025,9,,28,,SIVEP-Malaria,,Almeirim,Pará
58,2425,,2025,10,,27,,SIVEP-Malaria,,Almeirim,Pará
59,2425,,2025,11,,33,,SIVEP-Malaria,,Almeirim,Pará
60,2425,,2025,12,,33,,SIVEP-Malaria,,Almeirim,Pará
61,1348,,2025,1,,2,,SIVEP-Malaria,,Alta Floresta,Mato Grosso
62,1348,,2025,2,,1,,SIVEP-Malaria,,Alta Floresta,Mato Grosso
63,1348,,2025,4,,1,,SIVEP-Malaria,,Alta Floresta,Mato Grosso
64,1348,,2025,5,,1,,SIVEP-Malaria,,Alta Floresta,Mato Grosso
65,1348,,2025,6,,1,,SIVEP-Malaria,,Alta Floresta,Mato Grosso
66,1348,,2025,7,,1,,SIVEP-Malaria,,Alta Floresta,Mato Grosso
67,1348,,2025,8,,1,,SIVEP-Malaria,,Alta Floresta,Mato Grosso
68,1348,,2025,9,,3,,SIVEP-Malaria,,Alta Floresta,Mato Grosso
69,1348,,2025,10,,1,,SIVEP-Malaria,,Alta Floresta,Mato Grosso
70,1348,,2025,11,,1,,SIVEP-Malaria,,Alta Floresta,Mato Grosso
71,4352,,2025,10,,2,,SIVEP-Malaria,,Alta Floresta D'Oeste,Rondônia
72,4352,,2025,11,,1,,SIVEP-Malaria,,Alta Floresta D'Oeste,Rondônia
73,2426,,2024,12,,5,,SIVEP-Malaria,,Altamira,Pará
74,2426,,2025,1,,85,,SIVEP-Malaria,,Altamira,Pará
75,2426,,2025,2,,44,,SIVEP-Malaria,,Altamira,Pará
76,2426,,2025,3,,56,,SIVEP-Malaria,,Altamira,Pará
77,2426,,2025,4,,47,,SIVEP-Malaria,,Altamira,Pará
78,2426,,2025,5,,64,,SIVEP-Malaria,,Altamira,Pará
79,2426,,2025,6,,111,,SIVEP-Malaria,,Altamira,Pará
80,2426,,2025,7,,122,,SIVEP-Malaria,,Altamira,Pará
81,2426,,2025,8,,102,,SIVEP-Malaria,,Altamira,Pará
82,2426,,2025,9,,78,,SIVEP-Malaria,,Altamira,Pará
83,2426,,2025,10,,74,,SIVEP-Malaria,,Altamira,Pará
84,2426,,2025,11,,47,,SIVEP-Malaria,,Altamira,Pará
85,2426,,2025,12,,29,,SIVEP-Malaria,,Altamira,Pará
86,4726,,2024,12,,18,,SIVEP-Malaria,,Alto Alegre,São Paulo
87,4726,,2025,1,,804,,SIVEP-Malaria,,Alto Alegre,São Paulo
88,4726,,2025,2,,393,,SIVEP-Malaria,,Alto Alegre,São Paulo
89,4726,,2025,3,,474,,SIVEP-Malaria,,Alto Alegre,São Paulo
90,4726,,2025,4,,516,,SIVEP-Malaria,,Alto Alegre,São Paulo
91,4726,,2025,5,,540,,SIVEP-Malaria,,Alto Alegre,São Paulo
92,4726,,2025,6,,423,,SIVEP-Malaria,,Alto Alegre,São Paulo
93,4726,,2025,7,,380,,SIVEP-Malaria,,Alto Alegre,São Paulo
94,4726,,2025,8,,395,,SIVEP-Malaria,,Alto Alegre,São Paulo
95,4726,,2025,9,,383,,SIVEP-Malaria,,Alto Alegre,São Paulo
96,4726,,2025,10,,443,,SIVEP-Malaria,,Alto Alegre,São Paulo
97,4726,,2025,11,,565,,SIVEP-Malaria,,Alto Alegre,São Paulo
98,4726,,2025,12,,450,,SIVEP-Malaria,,Alto Alegre,São Paulo
99,141,,2024,8,,1,,SIVEP-Malaria,,Alvarães,Amazonas
100,141,,2024,12,,8,,SIVEP-Malaria,,Alvarães,Amazonas
101,141,,2025,1,,49,,SIVEP-Malaria,,Alvarães,Amazonas
102,141,,2025,2,,53,,SIVEP-Malaria,,Alvarães,Amazonas
103,141,,2025,3,,48,,SIVEP-Malaria,,Alvarães,Amazonas
104,141,,2025,4,,53,,SIVEP-Malaria,,Alvarães,Amazonas
105,141,,2025,5,,108,,SIVEP-Malaria,,Alvarães,Amazonas
106,141,,2025,6,,150,,SIVEP-Malaria,,Alvarães,Amazonas
107,141,,2025,7,,331,,SIVEP-Malaria,,Alvarães,Amazonas
108,141,,2025,8,,330,,SIVEP-Malaria,,Alvarães,Amazonas
109,141,,2025,9,,232,,SIVEP-Malaria,,Alvarães,Amazonas
110,141,,2025,10,,184,,SIVEP-Malaria,,Alvarães,Amazonas
111,141,,2025,11,,93,,SIVEP-Malaria,,Alvarães,Amazonas
112,141,,2025,12,,47,,SIVEP-Malaria,,Alvarães,Amazonas
113,4355,,2025,10,,1,,SIVEP-Malaria,,Alvorada D'Oeste,Rondônia
114,4355,,2025,12,,2,,SIVEP-Malaria,,Alvorada D'Oeste,Rondônia
115,4405,,2024,12,,4,,SIVEP-Malaria,,Amajari,Roraima
116,4405,,2025,1,,379,,SIVEP-Malaria,,Amajari,Roraima
117,4405,,2025,2,,386,,SIVEP-Malaria,,Amajari,Roraima
118,4405,,2025,3,,466,,SIVEP-Malaria,,Amajari,Roraima
119,4405,,2025,4,,514,,SIVEP-Malaria,,Amajari,Roraima
120,4405,,2025,5,,450,,SIVEP-Malaria,,Amajari,Roraima
121,4405,,2025,6,,391,,SIVEP-Malaria,,Amajari,Roraima
122,4405,,2025,7,,355,,SIVEP-Malaria,,Amajari,Roraima
123,4405,,2025,8,,299,,SIVEP-Malaria,,Amajari,Roraima
124,4405,,2025,9,,399,,SIVEP-Malaria,,Amajari,Roraima
125,4405,,2025,10,,540,,SIVEP-Malaria,,Amajari,Roraima
126,4405,,2025,11,,385,,SIVEP-Malaria,,Amajari,Roraima
127,4405,,2025,12,,302,,SIVEP-Malaria,,Amajari,Roraima
128,125,,2025,1,,4,,SIVEP-Malaria,,Amapá,Amapá
129,125,,2025,2,,1,,SIVEP-Malaria,,Amapá,Amapá
130,125,,2025,3,,1,,SIVEP-Malaria,,Amapá,Amapá
131,125,,2025,4,,1,,SIVEP-Malaria,,Amapá,Amapá
132,125,,2025,5,,1,,SIVEP-Malaria,,Amapá,Amapá
133,125,,2025,6,,2,,SIVEP-Malaria,,Amapá,Amapá
134,125,,2025,7,,2,,SIVEP-Malaria,,Amapá,Amapá
135,125,,2025,8,,4,,SIVEP-Malaria,,Amapá,Amapá
136,125,,2025,9,,2,,SIVEP-Malaria,,Amapá,Amapá
137,125,,2025,10,,2,,SIVEP-Malaria,,Amapá,Amapá
138,125,,2025,11,,2,,SIVEP-Malaria,,Amapá,Amapá
139,125,,2025,12,,5,,SIVEP-Malaria,,Amapá,Amapá
140,1138,,2025,2,,1,,SIVEP-Malaria,,Amapá do Maranhão,Maranhão
141,1138,,2025,12,,1,,SIVEP-Malaria,,Amapá do Maranhão,Maranhão
142,1139,,2025,1,,5,,SIVEP-Malaria,,Amarante do Maranhão,Maranhão
143,1139,,2025,2,,2,,SIVEP-Malaria,,Amarante do Maranhão,Maranhão
144,1139,,2025,4,,1,,SIVEP-Malaria,,Amarante do Maranhão,Maranhão
145,142,,2022,5,,1,,SIVEP-Malaria,,Amaturá,Amazonas
146,142,,2025,1,,7,,SIVEP-Malaria,,Amaturá,Amazonas
147,142,,2025,2,,58,,SIVEP-Malaria,,Amaturá,Amazonas
148,142,,2025,3,,99,,SIVEP-Malaria,,Amaturá,Amazonas
149,142,,2025,4,,206,,SIVEP-Malaria,,Amaturá,Amazonas
150,142,,2025,5,,291,,SIVEP-Malaria,,Amaturá,Amazonas
151,142,,2025,6,,334,,SIVEP-Malaria,,Amaturá,Amazonas
152,142,,2025,7,,611,,SIVEP-Malaria,,Amaturá,Amazonas
153,142,,2025,8,,558,,SIVEP-Malaria,,Amaturá,Amazonas
154,142,,2025,9,,173,,SIVEP-Malaria,,Amaturá,Amazonas
155,142,,2025,10,,105,,SIVEP-Malaria,,Amaturá,Amazonas
156,142,,2025,11,,69,,SIVEP-Malaria,,Amaturá,Amazonas
157,142,,2025,12,,98,,SIVEP-Malaria,,Amaturá,Amazonas
158,2427,,2024,4,,1,,SIVEP-Malaria,,Anajás,Pará
159,2427,,2024,12,,6,,SIVEP-Malaria,,Anajás,Pará
160,2427,,2025,1,,216,,SIVEP-Malaria,,Anajás,Pará
161,2427,,2025,2,,161,,SIVEP-Malaria,,Anajás,Pará
162,2427,,2025,3,,95,,SIVEP-Malaria,,Anajás,Pará
163,2427,,2025,4,,47,,SIVEP-Malaria,,Anajás,Pará
164,2427,,2025,5,,45,,SIVEP-Malaria,,Anajás,Pará
165,2427,,2025,6,,50,,SIVEP-Malaria,,Anajás,Pará
166,2427,,2025,7,,38,,SIVEP-Malaria,,Anajás,Pará
167,2427,,2025,8,,86,,SIVEP-Malaria,,Anajás,Pará
168,2427,,2025,9,,99,,SIVEP-Malaria,,Anajás,Pará
169,2427,,2025,10,,64,,SIVEP-Malaria,,Anajás,Pará
170,2427,,2025,11,,59,,SIVEP-Malaria,,Anajás,Pará
171,2427,,2025,12,,62,,SIVEP-Malaria,,Anajás,Pará
172,143,,2025,5,,2,,SIVEP-Malaria,,Anamã,Amazonas
173,143,,2025,7,,1,,SIVEP-Malaria,,Anamã,Amazonas
174,143,,2025,11,,1,,SIVEP-Malaria,,Anamã,Amazonas
175,2428,,2024,12,,1,,SIVEP-Malaria,,Ananindeua,Pará
176,2428,,2025,1,,18,,SIVEP-Malaria,,Ananindeua,Pará
177,2428,,2025,2,,9,,SIVEP-Malaria,,Ananindeua,Pará
178,2428,,2025,3,,6,,SIVEP-Malaria,,Ananindeua,Pará
179,2428,,2025,4,,4,,SIVEP-Malaria,,Ananindeua,Pará
180,2428,,2025,5,,5,,SIVEP-Malaria,,Ananindeua,Pará
181,2428,,2025,6,,6,,SIVEP-Malaria,,Ananindeua,Pará
182,2428,,2025,7,,7,,SIVEP-Malaria,,Ananindeua,Pará
183,2428,,2025,8,,4,,SIVEP-Malaria,,Ananindeua,Pará
184,2428,,2025,9,,8,,SIVEP-Malaria,,Ananindeua,Pará
185,2428,,2025,10,,7,,SIVEP-Malaria,,Ananindeua,Pará
186,2428,,2025,11,,10,,SIVEP-Malaria,,Ananindeua,Pará
187,2428,,2025,12,,21,,SIVEP-Malaria,,Ananindeua,Pará
188,5439,,2025,8,,1,,SIVEP-Malaria,,Ananás,Tocantins
189,2429,,2025,2,,1,,SIVEP-Malaria,,Anapu,Pará
190,2429,,2025,3,,1,,SIVEP-Malaria,,Anapu,Pará
191,2429,,2025,5,,1,,SIVEP-Malaria,,Anapu,Pará
192,2429,,2025,8,,3,,SIVEP-Malaria,,Anapu,Pará
193,144,,2025,7,,1,,SIVEP-Malaria,,Anori,Amazonas
194,144,,2025,11,,1,,SIVEP-Malaria,,Anori,Amazonas
195,144,,2025,12,,1,,SIVEP-Malaria,,Anori,Amazonas
196,1354,,2025,1,,4,,SIVEP-Malaria,,Apiacás,Mato Grosso
197,1354,,2025,2,,4,,SIVEP-Malaria,,Apiacás,Mato Grosso
198,1354,,2025,3,,2,,SIVEP-Malaria,,Apiacás,Mato Grosso
199,1354,,2025,4,,2,,SIVEP-Malaria,,Apiacás,Mato Grosso
200,1354,,2025,5,,2,,SIVEP-Malaria,,Apiacás,Mato Grosso
201,1354,,2025,6,,3,,SIVEP-Malaria,,Apiacás,Mato Grosso
202,1354,,2025,8,,1,,SIVEP-Malaria,,Apiacás,Mato Grosso
203,1354,,2025,9,,2,,SIVEP-Malaria,,Apiacás,Mato Grosso
204,1354,,2025,10,,1,,SIVEP-Malaria,,Apiacás,Mato Grosso
205,1354,,2025,11,,2,,SIVEP-Malaria,,Apiacás,Mato Grosso
206,1354,,2025,12,,2,,SIVEP-Malaria,,Apiacás,Mato Grosso
207,5447,,2025,1,,2,,SIVEP-Malaria,,Araguatins,Tocantins
208,5447,,2025,4,,3,,SIVEP-Malaria,,Araguatins,Tocantins
209,5447,,2025,5,,2,,SIVEP-Malaria,,Araguatins,Tocantins
210,5447,,2025,6,,1,,SIVEP-Malaria,,Araguatins,Tocantins
211,5447,,2025,7,,2,,SIVEP-Malaria,,Araguatins,Tocantins
212,5447,,2025,8,,7,,SIVEP-Malaria,,Araguatins,Tocantins
213,5447,,2025,9,,5,,SIVEP-Malaria,,Araguatins,Tocantins
214,5447,,2025,10,,4,,SIVEP-Malaria,,Araguatins,Tocantins
215,5447,,2025,11,,1,,SIVEP-Malaria,,Araguatins,Tocantins
216,5447,,2025,12,,3,,SIVEP-Malaria,,Araguatins,Tocantins
217,1496,,2025,5,,1,,SIVEP-Malaria,,Aral Moreira,Mato Grosso do Sul
218,1145,,2025,5,,1,,SIVEP-Malaria,,Arame,Maranhão
219,1359,,2025,1,,7,,SIVEP-Malaria,,Aripuanã,Mato Grosso
220,1359,,2025,2,,12,,SIVEP-Malaria,,Aripuanã,Mato Grosso
221,1359,,2025,3,,4,,SIVEP-Malaria,,Aripuanã,Mato Grosso
222,1359,,2025,4,,6,,SIVEP-Malaria,,Aripuanã,Mato Grosso
223,1359,,2025,5,,8,,SIVEP-Malaria,,Aripuanã,Mato Grosso
224,1359,,2025,6,,5,,SIVEP-Malaria,,Aripuanã,Mato Grosso
225,1359,,2025,7,,28,,SIVEP-Malaria,,Aripuanã,Mato Grosso
226,1359,,2025,8,,59,,SIVEP-Malaria,,Aripuanã,Mato Grosso
227,1359,,2025,9,,31,,SIVEP-Malaria,,Aripuanã,Mato Grosso
228,1359,,2025,10,,51,,SIVEP-Malaria,,Aripuanã,Mato Grosso
229,1359,,2025,11,,41,,SIVEP-Malaria,,Aripuanã,Mato Grosso
230,1359,,2025,12,,48,,SIVEP-Malaria,,Aripuanã,Mato Grosso
231,4356,,2025,1,,3,,SIVEP-Malaria,,Ariquemes,Rondônia
232,4356,,2025,3,,3,,SIVEP-Malaria,,Ariquemes,Rondônia
233,4356,,2025,4,,3,,SIVEP-Malaria,,Ariquemes,Rondônia
234,4356,,2025,5,,6,,SIVEP-Malaria,,Ariquemes,Rondônia
235,4356,,2025,6,,7,,SIVEP-Malaria,,Ariquemes,Rondônia
236,4356,,2025,7,,7,,SIVEP-Malaria,,Ariquemes,Rondônia
237,4356,,2025,8,,11,,SIVEP-Malaria,,Ariquemes,Rondônia
238,4356,,2025,9,,9,,SIVEP-Malaria,,Ariquemes,Rondônia
239,4356,,2025,10,,10,,SIVEP-Malaria,,Ariquemes,Rondônia
240,4356,,2025,11,,15,,SIVEP-Malaria,,Ariquemes,Rondônia
241,4356,,2025,12,,8,,SIVEP-Malaria,,Ariquemes,Rondônia
242,146,,2024,11,,1,,SIVEP-Malaria,,Atalaia do Norte,Amazonas
243,146,,2024,12,,3,,SIVEP-Malaria,,Atalaia do Norte,Amazonas
244,146,,2025,1,,173,,SIVEP-Malaria,,Atalaia do Norte,Amazonas
245,146,,2025,2,,84,,SIVEP-Malaria,,Atalaia do Norte,Amazonas
246,146,,2025,3,,85,,SIVEP-Malaria,,Atalaia do Norte,Amazonas
247,146,,2025,4,,134,,SIVEP-Malaria,,Atalaia do Norte,Amazonas
248,146,,2025,5,,243,,SIVEP-Malaria,,Atalaia do Norte,Amazonas
249,146,,2025,6,,202,,SIVEP-Malaria,,Atalaia do Norte,Amazonas
250,146,,2025,7,,256,,SIVEP-Malaria,,Atalaia do Norte,Amazonas
251,146,,2025,8,,233,,SIVEP-Malaria,,Atalaia do Norte,Amazonas
252,146,,2025,9,,139,,SIVEP-Malaria,,Atalaia do Norte,Amazonas
253,146,,2025,10,,105,,SIVEP-Malaria,,Atalaia do Norte,Amazonas
254,146,,2025,11,,75,,SIVEP-Malaria,,Atalaia do Norte,Amazonas
255,146,,2025,12,,48,,SIVEP-Malaria,,Atalaia do Norte,Amazonas
256,147,,2024,12,,2,,SIVEP-Malaria,,Autazes,Amazonas
257,147,,2025,1,,14,,SIVEP-Malaria,,Autazes,Amazonas
258,147,,2025,2,,18,,SIVEP-Malaria,,Autazes,Amazonas
259,147,,2025,3,,64,,SIVEP-Malaria,,Autazes,Amazonas
260,147,,2025,4,,66,,SIVEP-Malaria,,Autazes,Amazonas
261,147,,2025,5,,40,,SIVEP-Malaria,,Autazes,Amazonas
262,147,,2025,6,,2,,SIVEP-Malaria,,Autazes,Amazonas
263,147,,2025,7,,20,,SIVEP-Malaria,,Autazes,Amazonas
264,147,,2025,8,,54,,SIVEP-Malaria,,Autazes,Amazonas
265,147,,2025,9,,36,,SIVEP-Malaria,,Autazes,Amazonas
266,147,,2025,10,,54,,SIVEP-Malaria,,Autazes,Amazonas
267,147,,2025,11,,12,,SIVEP-Malaria,,Autazes,Amazonas
268,147,,2025,12,,8,,SIVEP-Malaria,,Autazes,Amazonas
269,2432,,2024,12,,1,,SIVEP-Malaria,,Aveiro,Pará
270,2432,,2025,1,,2,,SIVEP-Malaria,,Aveiro,Pará
271,2432,,2025,2,,1,,SIVEP-Malaria,,Aveiro,Pará
272,2432,,2025,12,,1,,SIVEP-Malaria,,Aveiro,Pará
273,1149,,2025,3,,1,,SIVEP-Malaria,,Bacabeira,Maranhão
274,1150,,2025,2,,4,,SIVEP-Malaria,,Bacuri,Maranhão
275,1150,,2025,3,,5,,SIVEP-Malaria,,Bacuri,Maranhão
276,1150,,2025,4,,9,,SIVEP-Malaria,,Bacuri,Maranhão
277,1150,,2025,5,,4,,SIVEP-Malaria,,Bacuri,Maranhão
278,1150,,2025,6,,1,,SIVEP-Malaria,,Bacuri,Maranhão
279,1150,,2025,7,,3,,SIVEP-Malaria,,Bacuri,Maranhão
280,1150,,2025,9,,2,,SIVEP-Malaria,,Bacuri,Maranhão
281,1150,,2025,10,,1,,SIVEP-Malaria,,Bacuri,Maranhão
282,1150,,2025,11,,1,,SIVEP-Malaria,,Bacuri,Maranhão
283,2433,,2024,12,,10,,SIVEP-Malaria,,Bagre,Pará
284,2433,,2025,1,,254,,SIVEP-Malaria,,Bagre,Pará
285,2433,,2025,2,,133,,SIVEP-Malaria,,Bagre,Pará
286,2433,,2025,3,,83,,SIVEP-Malaria,,Bagre,Pará
287,2433,,2025,4,,58,,SIVEP-Malaria,,Bagre,Pará
288,2433,,2025,5,,26,,SIVEP-Malaria,,Bagre,Pará
289,2433,,2025,6,,35,,SIVEP-Malaria,,Bagre,Pará
290,2433,,2025,7,,89,,SIVEP-Malaria,,Bagre,Pará
291,2433,,2025,8,,84,,SIVEP-Malaria,,Bagre,Pará
292,2433,,2025,9,,72,,SIVEP-Malaria,,Bagre,Pará
293,2433,,2025,10,,109,,SIVEP-Malaria,,Bagre,Pará
294,2433,,2025,11,,79,,SIVEP-Malaria,,Bagre,Pará
295,2433,,2025,12,,88,,SIVEP-Malaria,,Bagre,Pará
296,2434,,2024,12,,3,,SIVEP-Malaria,,Baião,Pará
297,2434,,2025,1,,5,,SIVEP-Malaria,,Baião,Pará
298,2434,,2025,2,,1,,SIVEP-Malaria,,Baião,Pará
299,2434,,2025,3,,1,,SIVEP-Malaria,,Baião,Pará
300,2434,,2025,5,,2,,SIVEP-Malaria,,Baião,Pará
301,2434,,2025,6,,3,,SIVEP-Malaria,,Baião,Pará
302,2434,,2025,7,,6,,SIVEP-Malaria,,Baião,Pará
303,2434,,2025,8,,5,,SIVEP-Malaria,,Baião,Pará
304,2434,,2025,9,,2,,SIVEP-Malaria,,Baião,Pará
305,2434,,2025,10,,3,,SIVEP-Malaria,,Baião,Pará
306,2434,,2025,11,,1,,SIVEP-Malaria,,Baião,Pará
307,2434,,2025,12,,1,,SIVEP-Malaria,,Baião,Pará
308,1152,,2025,1,,1,,SIVEP-Malaria,,Balsas,Maranhão
309,1152,,2025,2,,1,,SIVEP-Malaria,,Balsas,Maranhão
310,2435,,2024,11,,1,,SIVEP-Malaria,,Bannach,Pará
311,2435,,2025,2,,1,,SIVEP-Malaria,,Bannach,Pará
312,2435,,2025,5,,1,,SIVEP-Malaria,,Bannach,Pará
313,2435,,2025,8,,1,,SIVEP-Malaria,,Bannach,Pará
314,2436,,2025,1,,6,,SIVEP-Malaria,,Barcarena,Pará
315,2436,,2025,2,,1,,SIVEP-Malaria,,Barcarena,Pará
316,2436,,2025,4,,1,,SIVEP-Malaria,,Barcarena,Pará
317,2436,,2025,6,,1,,SIVEP-Malaria,,Barcarena,Pará
318,2436,,2025,7,,4,,SIVEP-Malaria,,Barcarena,Pará
319,2436,,2025,9,,1,,SIVEP-Malaria,,Barcarena,Pará
320,2436,,2025,12,,1,,SIVEP-Malaria,,Barcarena,Pará
321,148,,2024,2,,4,,SIVEP-Malaria,,Barcelos,Amazonas
322,148,,2024,4,,1,,SIVEP-Malaria,,Barcelos,Amazonas
323,148,,2024,12,,16,,SIVEP-Malaria,,Barcelos,Amazonas
324,148,,2025,1,,421,,SIVEP-Malaria,,Barcelos,Amazonas
325,148,,2025,2,,335,,SIVEP-Malaria,,Barcelos,Amazonas
326,148,,2025,3,,420,,SIVEP-Malaria,,Barcelos,Amazonas
327,148,,2025,4,,322,,SIVEP-Malaria,,Barcelos,Amazonas
328,148,,2025,5,,580,,SIVEP-Malaria,,Barcelos,Amazonas
329,148,,2025,6,,398,,SIVEP-Malaria,,Barcelos,Amazonas
330,148,,2025,7,,480,,SIVEP-Malaria,,Barcelos,Amazonas
331,148,,2025,8,,598,,SIVEP-Malaria,,Barcelos,Amazonas
332,148,,2025,9,,519,,SIVEP-Malaria,,Barcelos,Amazonas
333,148,,2025,10,,555,,SIVEP-Malaria,,Barcelos,Amazonas
334,148,,2025,11,,402,,SIVEP-Malaria,,Barcelos,Amazonas
335,148,,2025,12,,393,,SIVEP-Malaria,,Barcelos,Amazonas
336,149,,2025,5,,1,,SIVEP-Malaria,,Barreirinha,Amazonas
337,149,,2025,6,,1,,SIVEP-Malaria,,Barreirinha,Amazonas
338,149,,2025,8,,1,,SIVEP-Malaria,,Barreirinha,Amazonas
339,149,,2025,9,,3,,SIVEP-Malaria,,Barreirinha,Amazonas
340,2438,,2025,1,,1,,SIVEP-Malaria,,Belterra,Pará
341,2438,,2025,3,,1,,SIVEP-Malaria,,Belterra,Pará
342,2438,,2025,5,,1,,SIVEP-Malaria,,Belterra,Pará
343,2438,,2025,6,,1,,SIVEP-Malaria,,Belterra,Pará
344,2438,,2025,9,,1,,SIVEP-Malaria,,Belterra,Pará
345,2438,,2025,11,,2,,SIVEP-Malaria,,Belterra,Pará
346,2438,,2025,12,,1,,SIVEP-Malaria,,Belterra,Pará
347,2439,,2025,4,,1,,SIVEP-Malaria,,Benevides,Pará
348,150,,2024,12,,3,,SIVEP-Malaria,,Benjamin Constant,Amazonas
349,150,,2025,1,,28,,SIVEP-Malaria,,Benjamin Constant,Amazonas
350,150,,2025,2,,21,,SIVEP-Malaria,,Benjamin Constant,Amazonas
351,150,,2025,3,,11,,SIVEP-Malaria,,Benjamin Constant,Amazonas
352,150,,2025,4,,16,,SIVEP-Malaria,,Benjamin Constant,Amazonas
353,150,,2025,5,,25,,SIVEP-Malaria,,Benjamin Constant,Amazonas
354,150,,2025,6,,18,,SIVEP-Malaria,,Benjamin Constant,Amazonas
355,150,,2025,7,,29,,SIVEP-Malaria,,Benjamin Constant,Amazonas
356,150,,2025,8,,32,,SIVEP-Malaria,,Benjamin Constant,Amazonas
357,150,,2025,9,,15,,SIVEP-Malaria,,Benjamin Constant,Amazonas
358,150,,2025,10,,6,,SIVEP-Malaria,,Benjamin Constant,Amazonas
359,150,,2025,11,,2,,SIVEP-Malaria,,Benjamin Constant,Amazonas
360,150,,2025,12,,8,,SIVEP-Malaria,,Benjamin Constant,Amazonas
361,151,,2025,1,,1,,SIVEP-Malaria,,Beruri,Amazonas
362,151,,2025,2,,1,,SIVEP-Malaria,,Beruri,Amazonas
363,151,,2025,4,,2,,SIVEP-Malaria,,Beruri,Amazonas
364,151,,2025,6,,1,,SIVEP-Malaria,,Beruri,Amazonas
365,151,,2025,7,,7,,SIVEP-Malaria,,Beruri,Amazonas
